id,name,collector,street,city,state,zip,phone,contact,instructions,created_at,updated_at,amenities,email,fax
3057,Olympia Civic Association,Real Manage,"2633 McKinney Avenue, # 130-502",Dallas,Texas,75204,281-531-0002,"","CLOSING INFORMATION MUST BE SECURED DIRECTLY BY SUBMITTING A REQUEST THROUGH www.ciranet.com.  PAYMENT MAY BE REQUIRED AT TIME OF REQUEST.  AT CLOSING, INCLUDE A COPY OF THE TOP PORTION OF THE CLOSING STATEMENT, WITH REMITTANCE.",2012-07-16 11:19:31,2014-10-06 18:25:30.495697,POOL AND COMMON AREA MAINTENANCE,"",""
3058,Olympia Estates,Crest Management,P.O. Box 219320,Houston,Texas,77218-9320,281-579-0761,"","Sales incur a $195.00 transfer fee payable to Crest Management.  Refinances incur a $75.00 processing fee.  At closing, include a copy of the top portion of the closing statement with remittance.  $200.00 for a Resale Certificate, if requested.  QUOTE VALID 30 DAYS FROM DATE OF ISSUANCE!",2012-07-16 11:19:31,2017-03-17 16:29:03.172448,"","",""
5992,The Hamptons Comm Assn Inc,A P C Property Management,"7115 West Tidwell Road, #100",Houston,Texas,77092,713-402-9056,"",Sales incur a $200.00 Admin Fee payable to A P C Management. Refinances incur no other fee. Please include a copy of the top portion of the closing statement.,2014-10-10 19:24:00.877267,2017-04-26 14:37:32.880496,"",accounting@apcmgmt.com,832-204-4232
3040,Old Braeswood P O A,Evalyn Krudy,P.O. Box 541346,Houston,Texas,77254,713-807-1787,"","Sales incur a $100.00 Transfer Fee payable to the Association. Refinances incur a $100.00 Processing Fee only if a 60-Day Letter is needed. At closing, include a copy of the top portion of the closing statement with remittance.",2012-07-16 11:19:22,2017-10-18 13:59:17.13215,"SHIRLEY MANOR - DEED RESTRICTIONS APPLY, BUT NO FEES",info@oldbraeswood.com,""
3059,Omega Bay Improvement Committee,Ryson Real Estate & Vacation Rentals,6702 Stewart Road,Galveston,Texas,77551,409-740-1600,Janet Bass,Closing information must be secured directly by contacting Janet Bass at Ryson Real Estate at either the number or email above. Contact may be difficult to reach. Mailing address is required as association mails out original documents. At closing please include top portion of the closing statement with remittance. ,2012-07-16 11:19:32,2018-05-10 18:50:10.399443,"",obic.omegabay@gmail.com,""
279,Avalon @ Seven Meadows C A I,Crest Management,P.O. Box 219320,Houston,Texas,77218,281-579-0761,"","Sales incur a $195.00 Transfer Fee payable to Crest Management. Refinances incur a $75.00 Processing Fee. $937.50 CAP fee is DUE on sales. At closing, include a copy of the top portion of the closing statement with remittance.  $200.00 for a Resale Certificate, if requested.  QUOTE VALID 30 DAYS FROM DATE OF ISSUANCE!",2012-07-16 10:55:01,2016-03-23 02:16:38.491721,"",info@crest-management.com,""
3075,Oyster Creek Country Property Owners Association,N/A,N/A,N/A,Texas,N/A,N/A,"",THIS ASSN IS CURRENTLY NOT ASSESSING AN ANNUAL MAINTENANCE FEE. WE SUGGEST ACQUIRING A DOCUMENT SIGNED BY THE SELLER STATING NO FEES ARE PAID TO ANY ASSN; THEREFORE HOLDING HARMLESS XXXXXXXXXXXX TITLE AND MISI SHOULD THE ASSN BEGIN ASSESSING IN THE FUTURE. MISI IS NOT RESPONSIBLE FOR RETROACTIVE FEES.,2012-07-16 11:19:41,2013-02-13 17:37:13,"",,
3076,Oyster Creek Estates P O A,Fleta Ann De Lisle,311 Kings Dr.,Freeport,Texas,77541,979-239-1968,"",Include a copy of the top portion of the closing statement.,2012-07-16 11:19:41,2013-02-13 17:37:33,"",,
3078,Oyster Park Community Service Association,N/A,N/A,N/A,Texas,N/A,N/A,"",SEE: FIRST COLONY COMMUNITY SERVICE ASSOCIATION,2012-07-16 11:19:42,2013-02-14 19:22:57,"",,
3080,"P.O.A. Of Post Oak Park, Inc.",Tenneco Realty Inc.,P.O. Box 2511,Houston,Texas,77252,713-757-8932,Linda,Please include a copy of the top portion of the closing statement.,2012-07-16 11:19:43,2013-02-14 19:24:07,"",,
3079,Oyster Point Homeowners Association,C I A Services - Southwest Office  (2 OF 2),P.O. Box 63178,Pipecreek,Texas,78063,713-981-9000,"","*PLEASE VERIFY WHAT DOCUMENTS, SUCH AS RESALE CERTIFICATE OR COMPLIANCE INSPECTION, ARE REQUIRED FOR CLOSING BY EMAILING mfquotes@ciaservices.com* CLOSING INFORMATION MUST BE SECURED DIRECTLY BY SUBMITTING A REQUEST THROUGH www.condocerts.com.  PAYMENT MAY BE REQUIRED AT TIME OF REQUEST.  AT CLOSING, INCLUDE A COPY OF THE TOP PORTION OF THE CLOSING STATEMENT, WITH REMITTANCE.",2012-07-16 11:19:43,2016-06-20 21:49:31.90354,"","",""
3086,"POA of Reserve ""A"" Meadow Village, Section I",PHMI,12335 Kingsride # 337,Houston,Texas,77024,713/722-7701,Tracy,"",2012-07-16 11:19:46,2013-02-14 19:26:18,"",,
3089,Palisade Palms Master Management Office,N/A,801 East Beach,Galveston,Texas,77550,1-409770788,9,Sales incur a $125.00 Transfer Fee payable to the Association. Refinances incur a $125.00 Processing Fee.  Insurance is thru Doug McCord @ 214-365-4710. Please include a copy of the top portion of the closing statement.,2012-07-16 11:19:48,2013-02-14 19:30:31,"",,
3090,Palm Beach Estates P O A,"Bill Abbott, President",N/A,N/A,Texas,N/A,936-582-1459,"",AS OF JANUARY 2009 NO RESPONSE FROM MR. ABBOTT REGARDING THE HOA. NEEDS FURTHER RESEARCH.,2012-07-16 11:19:48,2013-02-14 19:30:51,"",,
3091,Palm Cove Townhome Association,Ray Villa Lobas,7107 Broadway,Houston,Texas,77042,713-953-0808,"","Sales incur a $50.00 Transfer Fee payable to Genesis Property Management. Insurance is thru State Farm, Chuck @ 281-492-8000. Include a copy of the top portion of the closing statement.",2012-07-16 11:19:49,2013-02-14 19:31:31,LAWN AND LANDSCAPING,,
3098,Panorama Country House Association Inc.,Tom Barker,#49 Highland Hollow Dr.,Conroe,Texas,77304,409-539-6874,"",Insurance is individually acquired. Include a copy of the top portion of the closing statement.,2012-07-16 11:19:54,2013-02-14 20:30:05,"",,
3077,Oyster Creek Farms Landowners Association,Amy Ratcliffe,6203 McKeever Road,Missouri City,Texas,77459,281-431-2593,"",Please send a copy of the top portion of the closing statement. No Transfer or Refinance Fee assessed by this HOA.,2012-07-16 11:19:42,2014-08-25 19:03:11.848946,"","",""
3081,P.O.A. Pointe West,C C M C,"2301 West Plano Parkway, Suite 100",Plano,Texas,75075,469-246-3500/888-257-1388,469-246-3501: Fax,"CLOSING INFORMATION MUST BE SECURED DIRECTLY BY SUBMITTING A REQUEST THROUGH www.homewisedocs.com.  FOR TECHNICAL ASSISTANCE WITH THIS WEBSITE, CALL TOLL FREE : 1-866-925-5004.  PAYMENT MAY BE REQUIRED AT TIME OF REQUEST.  AT CLOSING, INCLUDE A COPY OF THE TOP PORTION OF THE CLOSING STATEMENT WITH REMITTANCE.",2012-07-16 11:19:44,2014-11-13 21:55:43.068483,"","",""
3082,P.O.A. of Century Oaks Estates,Jennie,P.O. Box 158,Hockley,Texas,77447,713-896-7774,"","Sales incur a $150.00 Transfer Fee payable to the Association. Refinances incur no Processing Fee. At closing, include a copy of the top portion of the closing statement with remittance.",2012-07-16 11:19:44,2016-03-14 15:19:24.7376,"","",""
2006,Hunters Ridge Village Community Association,Sterling A S I (1 OF 2),6842 N. Sam Houston Parkway West,Houston,Texas,77064,832-678-4550,1-10-17,"CLOSING INFORMATION MUST BE SECURED DIRECTLY BY SUBMITTING A REQUEST THROUGH www.homewisedocs.com.  FOR TECHNICAL ASSISTANCE WITH THIS WEBSITE, CALL TOLL FREE : 1-866-925-5004.  PAYMENT MAY BE REQUIRED AT TIME OF REQUEST.  AT CLOSING, INCLUDE A COPY OF THE TOP PORTION OF THE CLOSING STATEMENT, WITH REMITTANCE.",2012-07-16 11:10:04,2017-01-10 20:01:41.290857,"STREET LIGHTS, COMMON AREA LANDSCAPING, RECREATION CENTER, PARKS","",""
3201,Pearland Square Condominiums Inc.,A & L Business Services,2526 Westminister Street,Pearland,Texas,77581,281-485-9707,"",Include a copy of the top portion of the closing statement. Fees are billed at the end of each month.,2012-07-16 11:20:53,2013-02-15 20:57:03,"",,
3085,P.O.A. of Willow Springs,First Service Residential,"1330 Enclave Parkway, Suite 425",Houston,Texas,77077,713-932-1122,"","CLOSING INFORMATION MUST BE SECURED DIRECTLY FROM FIRST SERVICE RESIDENTIAL AT THE NUMBER LISTED ABOVE, OR VISIT www.fsresidential.com.  PAYMENT MAY BE REQUIRED AT TIME OF REQUEST.  AT CLOSING, INCLUDE A COPY OF THE TOP PORTION OF THE CLOSING STATEMENT, WITH REMITTANCE.",2012-07-16 11:19:46,2018-04-11 14:39:23.127288,"","",""
5059,Winchester Country Maintenance Association,Sterling A S I,6842 North Sam Houston Parkway West,Houston,Texas,77064,832-678-4500,"","CLOSING INFORMATION MUST BE SECURED DIRECTLY BY SUBMITTING A REQUEST THROUGH www.homewisedocs.com.  FOR TECHNICAL ASSISTANCE WITH THIS WEBSITE, CALL TOLL FREE : 1-866-925-5004.  PAYMENT MAY BE REQUIRED AT TIME OF REQUEST.  AT CLOSING, INCLUDE A COPY OF THE TOP PORTION OF THE CLOSING STATEMENT, WITH REMITTANCE.",2012-07-16 11:37:44,2018-02-13 22:35:31.630485,COMMON AREA UPKEEP - CALL FOR SPECIFICS,"",""
3092,Palm Crest H.A.,C.K.M.,P.O. Box 160,Tomball,Texas,77377-0160,281-255-3055,"","Sales incur a $175.00 Transfer Fee payable to C.K.M. Refinances incur a $100.00 Processing Fee.  At closing, include a copy of the top portion of the closing statement with remittance.
$125.00 fee for a Resale Certificate, if requested.",2012-07-16 11:19:50,2018-05-16 18:33:47.08886,"","",""
3097,"Palms on La Branch Condominiums HOA, Inc. ",Principal Management Group,"11000 Corporate Center Drive, #150",Houston,Texas,77041,713-329-7100,May 2018,"CLOSING INFORMATION MUST BE SECURED DIRECTLY BY SUBMITTING A REQUEST THROUGH www.pmghouston.com.  PAYMENT MAY BE REQUIRED AT TIME OF REQUEST.  AT CLOSING, INCLUDE A COPY OF THE TOP PORTION OF THE CLOSING STATEMENT, WITH REMITTANCE.",2012-07-16 11:19:52,2018-05-07 22:36:15.010925,"","",""
3105,Parc Place Maintenance Fund,Gibraltar Mortgage Corporation,P.O. Box 270325,Houston,Texas,77277-0325,713-789-1234,Gary Warner,"Sales incur a $25.00 Transfer Fee payable to Gibraltar Mortgage Corporation. Make Maintenance payments payable to Stewart & Hill, Developers. Include a copy of the top portion of the closing statement.",2012-07-16 11:19:57,2013-02-14 20:34:37,ROAD UPKEEP,,
3106,Parc Place Subd. Committee,N/A,N/A,N/A,Texas,N/A,N/A,"","THIS ASSN IS CURRENTLY NOT ASSESSING AN ANNUAL MAINTENANCE FEE. WE SUGGEST ACQUIRING A DOCUMENT TO BE SIGNED BY THE SELLER STATING THAT NO FEES ARE PAID TO ANY ASSN; THEREFORE HOLDING HARMLESS XXXXXXXXXX TITLE & MISI. SHOULD THE ASSN BEGIN ASSESSING IN THE FUTURE, MISI IS NOT RESPONSIBLE FOR ANY RETROACTIVE FEES.",2012-07-16 11:19:58,2013-02-14 20:35:08,"",,
3107,Parc Plaza Business Park,N/A,N/A,N/A,Texas,N/A,N/A,"",We have extensively researched Architectural Control Committee and we can not guarantee that maintenance is not being assessed.,2012-07-16 11:19:59,2013-02-14 20:35:26,"",,
3108,"Parish Road Estates, Section 1",Mary Vallee,15315 Parish Road,Crosby,Texas,77532,281-462-8068,"",Sales incur a $10.00 Transfer Fee to the Association. Please send a copy of the top portion of the closing statement.,2012-07-16 11:19:59,2013-02-14 20:41:35,"",,
3109,Park 10 Community Association,Westchase Management,"10111 Richmond Ave, #180",Houston,Texas,77042,713-953-9100,"",Please include a copy of the top portion of the closing statement.,2012-07-16 11:20:00,2013-02-14 20:41:54,"",,
3115,Park @ Fuqua Community Association,A V R,"12939 Gulf Freeway, #320",Houston,Texas,77034,281-481-8062,FX: 281-481-8099 - Michelle,Sales incur a $125.00 Transfer Fee payable to A V R. Refinances incur a $100.00 Processing Fee. Include a copy of the top portion of the closing statement.,2012-07-16 11:20:03,2013-02-14 20:46:36,"",,
3099,Panther II Condos Association,Principal Management Group,"11000 Corporate Center, # 150",Houston,Texas,77041,713-329-7100,"","CLOSING INFORMATION MUST BE SECURED DIRECTLY BY SUBMITTING A REQUEST THROUGH www.pmghouston.com.  PAYMENT MAY BE REQUIRED AT TIME OF REQUEST.  AT CLOSING, INCLUDE A COPY OF THE TOP PORTION OF THE CLOSING STATEMENT, WITH REMITTANCE.",2012-07-16 11:19:54,2014-01-08 00:29:45.181288,"","",""
3110,Park @ Asbury C A I,K R J Management,"1800 Augusta, #200",Houston,Texas,77057-3130,713-783-4640,"","Sales incur a $125.00 Transfer Fee payable to K R J. Refinances incur a $50.00 Processing Fee. At closing, include a copy of the top portion of the closing statement with remittance.",2012-07-16 11:20:00,2014-01-07 21:53:57.548044,"","",""
3119,Park @ Kings Manor Condo,S C S Management,7170 Cherry Park,Houston,Texas,77095,281-463-1777,"","CLOSING INFORMATION MUST BE SECURED DIRECTLY BY SUBMITTING A REQUEST THROUGH www.homewisedocs.com.  FOR TECHNICAL ASSISTANCE WITH THIS WEBSITE, CALL TOLL FREE : 1-866-925-5004.  PAYMENT MAY BE REQUIRED AT TIME OF REQUEST.  AT CLOSING, INCLUDE A COPY OF THE TOP PORTION OF THE CLOSING STATEMENT, WITH REMITTANCE.",2012-07-16 11:20:05,2014-01-08 21:22:35.375803,2nd assessment to Kings Manor,"",""
3118,Park @ Jackson Square C.A.,K R J Management,"1800 Augusta, # 200",Houston,Texas,77057,713-783-4640,Cheryl,"Sales incur a $125.00 Transfer Fee payable to K R J. Refinances incur a $50.00 Processing Fee.  At closing, include a copy of the top portion of the closing statement with remittance.  $125.00 MANDATORY RESALE CERTIFICATE ON SALES - CONTACT pattyh@krjmanagement.com.",2012-07-16 11:20:05,2015-02-23 20:32:14.605576,"","",""
3112,"Park @ Augusta, CIA, Inc.",King Property Management,"720 North Post Oak, Suite 140",Houston,Texas,77024,713-956-1995,"","Sales incur a $175.00 transfer fee to King Property Mgmt. Refinances incur a $75.00 processing fee. At closing, include a copy of the top portion of the closing statement with remittance.  $150.00 for a Resale Certificate, payable in advance by check, if requested.                                                        **MOVING TRUCKS ARE NOT ALLOWED IN THE SUBDIVISION ON THE PRIVATE DRIVEWAYS  AT ANY TIME ** ",2012-07-16 11:20:01,2016-03-15 21:16:41.379851,"",maryp@kpmtx.com and kathyp@kpmtx.com (BOTH),""
3111,Park @ Atascocita Forest,C A M,"9802 FM 1960 Bypass West, Suite 210",Humble,Texas,77338,281-852-1155,"","CLOSING INFORMATION MUST BE SECURED DIRECTLY BY SUBMITTING A REQUEST THROUGH www.homewisedocs.com.  FOR TECHNICAL ASSISTANCE WITH THIS WEBSITE, CALL TOLL FREE : 1-866-925-5004.  PAYMENT MAY BE REQUIRED AT TIME OF REQUEST.  AT CLOSING, INCLUDE A COPY OF THE TOP PORTION OF THE CLOSING STATEMENT, WITH REMITTANCE.",2012-07-16 11:20:01,2016-01-13 16:36:01.737106,"","",""
3135,Park Laureate Place H O A,Sterling A S I,6842 N. Sam Houston Parkway West,Houston,Texas,77064,832-678-4500,"","CLOSING INFORMATION MUST BE SECURED DIRECTLY BY SUBMITTING A REQUEST THROUGH www.homewisedocs.com.  FOR TECHNICAL ASSISTANCE WITH THIS WEBSITE, CALL TOLL FREE : 1-866-925-5004.  PAYMENT MAY BE REQUIRED AT TIME OF REQUEST.  AT CLOSING, INCLUDE A COPY OF THE TOP PORTION OF THE CLOSING STATEMENT, WITH REMITTANCE.",2012-07-16 11:20:15,2016-09-22 19:37:47.211507,"","",""
6522,West Clay Park HOA,Connie S. M. Turner,3610 West Clay Street,Houston,Texas,77019,7137818-7355,"","Sales and refinances incur no other fees at this time. At closing, please include a copy of the top portion of the closing statement. ",2017-09-15 16:13:51.730526,2017-09-15 16:13:51.730526,"","",""
3103,Par,J D H Property Management,P.O. Box 96046,Houston,Texas,77213,281-457-5341,"","CLOSING INFORMATION MUST BE SECURED DIRECTLY BY SUBMITTING A REQUEST THROUGH www.homewisedocs.com.  FOR TECHNICAL ASSISTANCE WITH THIS WEBSITE, CALL TOLL FREE : 1-866-925-5004.  PAYMENT MAY BE REQUIRED AT TIME OF REQUEST.  AT CLOSING, INCLUDE A COPY OF THE TOP PORTION OF THE CLOSING STATEMENT, WITH REMITTANCE.",2012-07-16 11:19:56,2017-11-08 03:36:50.859147,"","",""
3101,Paradise Point,Investment Management,"3500 West Davis, #190",Conroe,Texas,77304,800-900-9220,Judy,"CLOSING INFORMATION MUST BE SECURED DIRECTLY BY SUBMITTING A REQUEST THROUGH www.homewisedocs.com.  FOR TECHNICAL ASSISTANCE WITH THIS WEBSITE, CALL TOLL FREE : 1-866-925-5004.  PAYMENT MAY BE REQUIRED AT TIME OF REQUEST.  AT CLOSING, INCLUDE A COPY OF THE TOP PORTION OF THE CLOSING STATEMENT, WITH REMITTANCE.",2012-07-16 11:19:55,2018-01-11 20:14:08.32007,"","",""
3117,Park @ Hollister H O A,S C S Management,7170 Cherry Park Drive,Houston,Texas,77095,281-463-1777,fax # 281-463-0050,"CLOSING INFORMATION MUST BE SECURED DIRECTLY BY SUBMITTING A REQUEST THROUGH www.homewisedocs.com.  FOR TECHNICAL ASSISTANCE WITH THIS WEBSITE, CALL TOLL FREE : 1-866-925-5004.  PAYMENT MAY BE REQUIRED AT TIME OF REQUEST.  AT CLOSING, INCLUDE A COPY OF THE TOP PORTION OF THE CLOSING STATEMENT, WITH REMITTANCE.",2012-07-16 11:20:04,2018-01-23 03:33:04.034884,"","",""
3100,Panther Point C A I,Principal Management Group,"11000 Corporate Center Drive, # 150",Houston,Texas,77041,713-329-7100,"","CLOSING INFORMATION MUST BE SECURED DIRECTLY BY SUBMITTING A REQUEST THROUGH www.pmghouston.com.  PAYMENT MAY BE REQUIRED AT TIME OF REQUEST.  AT CLOSING, INCLUDE A COPY OF THE TOP PORTION OF THE CLOSING STATEMENT, WITH REMITTANCE.",2012-07-16 11:19:55,2018-04-26 17:14:32.988952,"","",""
3125,Park @ Westcott,N/A,N/A,N/A,Texas,N/A,713-426-6861,Rich Holsman,"THIS ASSN IS CURRENTLY NOT ASSESSING AN ANNUAL MAINTENANCE FEE AS OF THE DATE OF THIS REPORT; WE SUGGEST ACQUIRING A SIGNED STATEMENT FROM THE SELLER THAT THE SELLER IS CURRENTLY NOT PAYING ANY FEES. THEREFORE HOLDING HARMLESS XXXXXXXXXXXX TITLE & MISI, SHOULD THE ASSN BEGIN ASSESSING IN THE FUTURE.  MISI IS NOT RESPONSIBLE FOR ANY RETROACTIVE FEES.",2012-07-16 11:20:09,2013-02-14 20:53:20,"",,
3126,Park Almeda Property Owners Association,N/A,N/A,N/A,Texas,N/A,5122577979,David Cummings,"THIS ASSN. IS CURRENTLY NOT ASSESSING AN ANNUAL MAINTENANCE FEE AS OF THE DATE OF THIS REPORT; WE SUGGEST ACQUIRING A SIGNED STATEMENT FROM THE SELLER THAT THE SELLER IS CURRENTLY NOT PAYING ANY FEES TO ANY ASSN., THEREFORE HOLDING HARMLESS XXXXXXXXX TITLE AND MISI. SHOULD THE ASSN. BEGIN ASSESSING IN THE FUTURE, MISI IS NOT RESPONSIBLE FOR ANY RETROACTIVE FEES.",2012-07-16 11:20:09,2013-02-14 20:53:43,"",,
3128,Park Fairview Condominium Association,Clark-McDowell & Kic,"3801 Kirby Drive # 152, P.O. Box 6628",Houston,Texas,77265,713-528-5311,Larry,Sales incur a $50.00 Transfer Fee to Clark-McDowell. Refinances incur no Processing Fee. Insurance is thru Associated Insurance Advisors (Mark Crandell) 713-334-1500. Please include a copy of the top portion of the closing statement. Collect 2 months in advance @ $VARIES.,2012-07-16 11:20:11,2013-02-15 16:05:49,"",,
3129,Park Fairway Homeowners Association,Rudy Vitale,2332 Park # 1,Houston,Texas,77019,713-523-1192,"","Blanket insurance thru Nationwide, 713-974-5295, Don Mikeska. Include a copy of the top portion of the closing statement.",2012-07-16 11:20:12,2013-02-15 16:06:03,"",,
3130,Park Forest Estates,Denise Anderson,12901 Park Forest Trails,Cypress,Texas,77429,281-382-7117,"","Sales incur a $100.00 Transfer Fee payable to the Association. Include a copy of the top portion of the closing statement with remittance.
$100.00 fee for CCR'S and Resale Certificate (if requested).",2012-07-16 11:20:12,2013-02-15 16:06:43,"",,
3133,"Park Lake Townhouse Association, Inc.",D T A Management,"206-A South Loop 336, #270",Conroe,Texas,77304,832-364-6880,832-364-6881 FAX,"CLOSING INFORMATION MUST BE SECURED DIRECTLY BY SUBMITTING A REQUEST THROUGH www.condocerts.com.  PAYMENT MAY BE REQUIRED AT TIME OF REQUEST.  AT CLOSING, INCLUDE A COPY OF THE TOP PORTION OF THE CLOSING STATEMENT, WITH REMITTANCE.",2012-07-16 11:20:14,2017-01-19 19:10:46.816659,"","",""
3138,Park Memorial Condominium Association Inc.,Prime Site,8955 Katy Freeway # 301,Houston,Texas,77024,713-932-6111,"",TRANSFER AND REFINANCE FEE AMOUNTS TO BE SUPPLIED BY PRIME SITE MANAGEMENT.,2012-07-16 11:20:17,2013-02-15 16:11:15,"",,
3139,Park Place Estates A.C.C.,N/A,N/A,N/A,Texas,N/A,N/A,Curtis Prevost,"THIS ASSN. IS CURRENTLY NOT ASSESSING AN ANNUAL MAINTENANCE FEE AS OF THE DATE OF THIS REPORT; WE SUGGEST ACQUIRING A SIGNED STATEMENT FROM THE SELLER THAT THE SELLER IS CURRENTLY NOT PAYING ANY FEES TO ANY ASSN., THEREFORE HOLDING HARMLESS XXXXXXXX TITLE AND MISI. SHOULD THE ASSN. BEGIN ASSESSING IN THE FUTURE, MISI IS NOT RESPONSIBLE FOR ANY RETROACTIVE FEES.",2012-07-16 11:20:17,2013-02-15 16:11:49,"",,
3140,Park Place H.A. Inc.,"","","",Texas,"","","",THIS ASSN IS CURRENTLY NOT ASSESSING AN ANNUAL MAINTENANCE FEE.  WE SUGGEST ACQUIRING A DOCUMENT SIGNED BY THE SELLER STATING NO FEES ARE PAID TO ANY ASSN; THEREFORE HOLDING HARMLESS XXXXXXXXXXXX TITLE & MISI SHOULD THE ASSN BEGIN ASSESSING IN THE FUTURE. MISI IS NOT RESPONSIBLE FOR RETROACTIVE FEES.,2012-07-16 11:20:18,2013-02-15 16:12:08,"",,
